name,calories,total_fat,saturated_fat,polyunsaturated_fatty_acids,protein,carbohydrate,sugars,lactose,fiber,calcium,vitamin_d,vitamin_e,vitamin_k,vitamin_c,vitamin_a,vitamin_b12,vitamin_b6
"Candies, vanilla with nuts",435.0,14.0,3.8,6.614,3.0,74.61,71.0,0.0,0.9,47.0,0.0,0.22,0.8,0.1,151.0,0.07,0.077
"Candies, white chocolate",539.0,32.0,19.0,1.013,5.87,59.24,59.0,0.0,0.2,199.0,0.0,0.96,9.1,0.5,30.0,0.56,0.056
"Candies, with almonds",462.0,17.85,9.85,1.5095,6.165,72.895,44.435,0.0,4.75,128.0,0.0,2.955,2.55,0.25,88.0,0.34,0.0325
"Candies, with high vitamin C",352.0,0.0,0.0,0.0,0.08,87.97,68.18,0.0,0.0,0.0,0.0,0.0,0.0,136.4,3.0,0.0,0.001
"Candies, with peanut butter",486.0,20.0,5.7,4.794,8.72,67.41,62.68,0.0,1.9,21.0,0.0,3.57,0.1,0.0,0.0,0.0,0.173
"Candies, with rice cereal",511.0,29.0,16.0,0.78,7.64,59.67,51.06,0.0,3.3,187.0,0.0,0.5,5.7,0.6,217.0,0.8,0.055
"Candies, yogurt",522.0,27.0,24.0,0.524,5.87,63.94,62.36,0.0,0.0,205.0,0.0,1.11,9.4,0.5,4.0,0.65,0.056
"Capers, canned",23.0,0.9,0.2,0.304,2.36,4.89,0.41,0.0,3.2,40.0,0.0,0.88,24.6,4.3,138.0,0.0,0.023
"Carambola, raw",31.0,0.3,0.0,0.184,1.04,6.73,3.98,0.0,2.8,3.0,0.0,0.15,0.0,34.4,61.0,0.0,0.017
"Carbonated beverage, chocolate-flavored soda",42.0,0.0,0.0,0.0,0.0,10.7,10.7,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Carbonated beverage, cream soda",51.0,0.0,0.0,0.0,0.0,13.3,13.3,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Carbonated beverage, without caffeine",0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cardoon, raw",17.0,0.1,0.0,0.041,0.7,4.07,0.0,0.0,1.6,70.0,0.0,0.0,0.0,2.0,0.0,0.0,0.116
"Cardoon, with salt",20.0,0.1,0.0,0.044,0.76,4.74,0.0,0.0,1.7,72.0,0.0,0.0,0.0,1.7,0.0,0.0,0.042
"Cardoon, without salt",22.0,0.1,0.0,0.044,0.76,5.33,0.0,0.0,1.7,72.0,0.0,0.0,0.0,1.7,118.0,0.0,0.042
"Caribou, cooked (Alaska Native)",159.0,4.8,1.9,0.725,28.81,0.0,0.0,0.0,0.0,5.0,0.0,0.88,1.8,0.0,312.0,6.47,0.373
"Caribou, dried (Alaska Native)",271.0,3.7,1.6,0.37,59.38,0.0,0.0,0.0,0.0,14.0,0.0,0.07,0.0,0.0,37.0,15.1,0.499
"Caribou, half dried (Alaska Native)",255.0,5.2,1.6,0.63,52.06,0.0,0.0,0.0,0.0,14.0,0.0,0.09,1.1,0.0,173.0,7.16,0.62
"Caribou, raw (Alaska Native)",323.2,29.060000000000002,0.26,0.11200000000000002,13.766,1.3599999999999999,0.0,0.0,0.0,6.8,0.0,0.13799999999999998,0.27999999999999997,0.0,5988.4,1.41,0.0702
"Carissa, raw",62.0,1.3,0.0,0.0,0.5,13.63,0.0,0.0,0.0,11.0,0.0,0.0,0.0,38.0,40.0,0.0,0.0
Carob flour,222.0,0.7,0.1,0.216,4.62,88.88,49.08,0.0,39.8,348.0,0.0,0.63,0.0,0.2,14.0,0.0,0.366
"Carrot juice, canned",40.0,0.2,0.0,0.071,0.95,9.28,3.91,0.0,0.8,24.0,0.0,1.16,15.5,8.5,19124.0,0.0,0.217
"Carrot, dehydrated",341.0,1.5,0.3,0.73,8.1,79.57,38.82,0.0,23.6,212.0,0.0,5.45,108.0,14.6,68466.0,0.0,1.04
"Carrots, drained solids",25.0,0.2,0.0,0.092,0.64,5.54,2.48,0.0,1.5,25.0,0.0,0.74,9.8,2.7,11170.0,0.0,0.112
"Carrots, raw",38.0,0.15000000000000002,0.0,0.091,0.785,8.91,4.75,0.0,2.8499999999999996,32.5,0.0,0.33,11.3,4.25,15248.0,0.0,0.1215
"Carrots, solids and liquids",23.0,0.1,0.0,0.0665,0.585,5.365,2.46,0.0,1.8,31.0,0.0,0.73,9.8,2.0,11717.0,0.0,0.112
"Carrots, unprepared",36.0,0.5,0.0,0.263,0.78,7.9,4.76,0.0,3.3,36.0,0.0,0.57,17.6,2.5,14210.0,0.0,0.095
"Carrots, with salt",36.0,0.44999999999999996,0.05,0.2125,0.6699999999999999,7.9750000000000005,3.765,0.0,3.15,32.5,0.0,1.02,13.649999999999999,2.95,16980.5,0.0,0.1185
"Carrots, without salt",36.0,0.44999999999999996,0.05,0.21150000000000002,0.6699999999999999,7.9750000000000005,3.765,0.0,3.15,32.5,0.0,1.02,13.649999999999999,2.95,16980.5,0.0,0.1185
"Cassava, raw",160.0,0.3,0.1,0.048,1.36,38.06,1.7,0.0,1.8,16.0,0.0,0.19,1.9,20.6,13.0,0.0,0.088
Catsup,101.0,0.1,0.0,0.041,1.04,27.4,21.27,0.0,0.3,15.0,0.0,1.46,3.0,4.1,527.0,0.0,0.158
"Catsup, low sodium",101.0,0.1,0.0,0.041,1.04,27.4,21.27,0.0,0.3,15.0,0.0,1.46,3.0,4.1,527.0,0.0,0.158
"Cattail, Narrow Leaf Shoots (Northern Plains Indians)",25.0,0.0,0.0,0.0,1.18,5.14,0.22,0.0,4.5,54.0,0.0,0.0,22.8,0.7,11.0,0.0,0.123
"Cauliflower, no salt added",32.0,0.3,0.0,0.137,3.04,6.28,3.12,0.0,3.3,32.0,0.0,0.04,20.8,72.6,144.0,0.0,0.206
"Cauliflower, raw",28.0,0.3,0.05,0.082,2.435,5.529999999999999,2.4699999999999998,0.0,2.6,27.5,0.0,0.06,17.85,68.15,77.5,0.0,0.203
"Cauliflower, unprepared",24.0,0.3,0.0,0.128,2.01,4.68,2.22,0.0,2.3,22.0,0.0,0.07,14.8,48.8,12.0,0.0,0.123
"Cauliflower, with salt",24.0,0.3333333333333333,0.03333333333333333,0.153,2.1633333333333336,4.516666666666667,0.7733333333333334,0.0,2.766666666666667,21.666666666666668,0.0,0.043333333333333335,8.566666666666668,49.4,54.333333333333336,0.0,0.15566666666666665
"Cauliflower, without salt",21.0,0.35,0.05,0.161,1.725,3.93,1.565,0.0,2.5,16.5,0.0,0.065,12.850000000000001,37.8,11.0,0.0,0.1305
"Celeriac, raw",42.0,0.3,0.1,0.148,1.5,9.2,1.6,0.0,1.8,43.0,0.0,0.36,41.0,8.0,0.0,0.0,0.165
"Celeriac, with salt",27.0,0.2,0.0,0.0,0.96,5.9,0.0,0.0,0.0,26.0,0.0,0.0,0.0,3.6,0.0,0.0,0.101
"Celeriac, without salt",27.0,0.2,0.0,0.0,0.96,5.9,0.0,0.0,1.2,26.0,0.0,0.0,0.0,3.6,0.0,0.0,0.101
"Celery flakes, dried",319.0,2.1,0.6,1.035,11.3,63.7,35.9,0.0,27.8,587.0,0.0,5.55,584.2,86.5,1962.0,0.0,0.46
"Celery, raw",16.0,0.2,0.0,0.079,0.69,2.97,1.34,0.0,1.6,40.0,0.0,0.27,29.3,3.1,449.0,0.0,0.074
"Celery, with salt",18.0,0.2,0.0,0.075,0.83,4.0,2.37,0.0,1.6,42.0,0.0,0.35,37.8,6.1,521.0,0.0,0.086
"Celery, without salt",18.0,0.2,0.0,0.075,0.83,4.0,2.37,0.0,1.6,42.0,0.0,0.35,37.8,6.1,521.0,0.0,0.086
"Celtuce, raw",18.0,0.3,0.0,0.0,0.85,3.65,0.0,0.0,1.7,39.0,0.0,0.0,0.0,19.5,3500.0,0.0,0.05
"Cereals ready-to-eat, 25% Less Sugar CINNAMON TOAST CRUNCH",386.0,9.9,1.0,2.09,5.09,78.19,21.39,0.0,11.2,714.0,114.0,1.74,7.8,17.1,1429.0,4.3,1.42
"Cereals ready-to-eat, 25% Less Sugar TRIX",383.0,4.0,0.6,1.5,5.4,85.5,25.0,0.0,4.3,357.0,114.0,0.52,1.4,17.1,1786.0,4.3,1.78
"Cereals ready-to-eat, 25% Reduced Sugar",380.0,5.2,0.8,1.79,6.5,82.69,25.79,0.0,6.7,333.0,133.0,0.58,1.6,20.0,1667.0,5.0,1.66
"Cereals ready-to-eat, ALPEN",352.0,3.3,0.5,0.925,11.2,75.7,20.0,0.0,9.1,147.0,0.0,0.51,2.5,8.7,0.0,0.12,0.28
"Cereals ready-to-eat, ALPHA-BITS",389.0,4.6,1.1,1.8,10.0,80.3,21.0,0.0,7.1,35.0,267.0,0.31,1.4,20.0,2500.0,5.0,1.7
"Cereals ready-to-eat, APPLE CINNAMON CHEERIOS",386.0,6.1,1.1,1.89,8.3,79.9,34.2,0.0,7.3,333.0,133.0,0.68,3.1,20.0,1667.0,5.0,1.66
"Cereals ready-to-eat, Apple Cinnamon CHEX",408.0,6.5,0.0,1.5,4.69,82.8,26.0,0.0,2.0,323.0,129.0,0.0,0.0,19.4,1613.0,4.8,1.61
"Cereals ready-to-eat, Apple ZINGS",390.0,2.7,0.7,0.67,4.51,87.3,44.61,0.0,2.3,303.0,121.0,0.03,0.1,18.2,1515.0,4.55,1.51
"Cereals ready-to-eat, BASIC 4",358.0,4.0,1.3,1.1,6.69,79.09,22.5,0.0,9.1,455.0,73.0,1.66,1.7,0.3,909.0,2.7,0.9
"Cereals ready-to-eat, BERRY BERRY KIX",376.0,4.2,0.6,1.7,6.19,83.9,21.0,0.0,5.8,421.0,126.0,0.4,0.6,18.9,1579.0,3.2,1.05
"Cereals ready-to-eat, BERRY COLOSSAL CRUNCH",396.0,4.2,1.2,0.996,4.19,86.55,41.66,0.0,1.8,33.0,133.0,0.5,0.0,20.0,1667.0,5.0,1.66
"Cereals ready-to-eat, BOO BERRY",386.0,4.3,0.5,1.39,5.5,85.4,27.29,0.0,4.2,303.0,121.0,0.58,1.6,18.2,1515.0,4.5,1.51
"Cereals ready-to-eat, Banana Nut",375.0,4.0,0.7,1.89,5.5,84.69,33.09,0.0,6.1,357.0,143.0,0.53,1.2,53.6,1786.0,5.4,1.78
"Cereals ready-to-eat, Berry Fruitful",318.0,1.3,0.2,0.5,10.7,76.2,14.6,0.0,10.5,29.0,0.0,0.67,0.0,0.0,13.0,0.0,0.25
"Cereals ready-to-eat, Big Bite",350.0,1.6,0.4,0.9,9.2,83.4,20.3,0.0,10.8,28.0,0.0,0.67,1.6,0.0,6.0,2.6,0.86
"Cereals ready-to-eat, Bite Size",351.0,1.5,0.4,0.8,8.7,84.7,22.7,0.0,10.3,30.0,0.0,0.67,0.0,0.0,5.0,2.7,0.91
"Cereals ready-to-eat, Blueberry MUFFIN TOPS Cereal",443.0,11.0,1.7,4.13,4.9,79.91,35.36,0.0,4.7,338.0,130.0,0.97,1.6,25.0,1665.0,5.0,1.96
"Cereals ready-to-eat, CAP'N CRUNCH",398.0,5.1,3.3,0.747,4.39,85.51,44.32,0.0,2.5,11.0,0.0,0.62,0.6,0.0,148.0,0.0,2.138
"Cereals ready-to-eat, CAP'N CRUNCH with CRUNCHBERRIES",397.0,4.8,3.1,0.75,4.45,85.93,44.2,0.0,2.6,11.0,0.0,0.63,0.6,0.1,149.0,0.0,2.14
"Cereals ready-to-eat, CAP'N CRUNCH'S Halloween Crunch",402.0,5.7,3.1,0.805,4.41,85.14,43.82,0.0,2.5,11.0,0.0,0.42,0.0,0.1,147.0,0.0,2.12
"Cereals ready-to-eat, CAP'N CRUNCH'S PEANUT BUTTER CRUNCH",417.0,9.2,3.9,2.148,7.1,78.65,33.36,0.0,2.7,9.0,0.0,0.61,0.2,0.0,150.0,0.0,2.038
"Cereals ready-to-eat, CHEERIOS",376.0,6.7,1.5,2.432,12.09,73.23,4.36,0.0,9.4,401.0,136.0,0.65,1.8,21.6,3299.0,6.77,2.39
"Cereals ready-to-eat, CHOCO ZUCARITAS",387.0,3.5,2.6,0.2,5.1,85.1,38.1,0.0,1.4,7.0,133.0,0.0,0.0,20.0,1667.0,5.0,1.67
"Cereals ready-to-eat, CHOCOLATE LUCKY CHARMS",381.0,4.4,0.6,1.6,5.59,84.4,36.79,0.0,5.3,357.0,143.0,0.57,1.5,21.4,1786.0,5.4,1.78
"Cereals ready-to-eat, CHOCOLATE MARSHMALLOW MATEYS",392.0,3.7,1.6,0.0,3.5,88.18,55.45,0.0,2.5,267.0,133.0,0.0,0.0,16.0,1333.0,4.0,1.33
"Cereals ready-to-eat, CINNAMON HARVEST",336.0,1.4,0.2,1.0,11.0,79.0,16.5,0.0,10.7,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cereals ready-to-eat, CINNAMON TOAST CRUNCH",410.0,10.0,1.0,2.11,5.45,77.99,30.3,0.0,6.8,444.0,210.0,2.14,9.4,19.4,3066.0,6.65,2.7
"Cereals ready-to-eat, CINNAMON TOASTERS",425.0,12.0,1.9,4.13,3.32,78.33,32.86,0.0,5.0,333.0,133.0,0.43,1.6,20.0,1667.0,5.0,1.66
"Cereals ready-to-eat, COCO-ROOS",389.0,4.6,2.6,0.555,3.41,86.75,48.11,0.0,3.3,333.0,133.0,0.02,0.0,20.0,1667.0,5.0,1.66
"Cereals ready-to-eat, COCOA PEBBLES",397.0,4.1,3.6,0.1,4.8,85.7,35.8,0.0,1.6,22.0,276.0,0.13,1.3,0.0,2586.0,5.2,1.7
"Cereals ready-to-eat, COCOA PUFFS",383.0,5.2,1.0,2.1,5.6,83.7,37.2,0.0,5.7,370.0,148.0,0.7,2.1,22.2,1852.0,5.6,1.852
"Cereals ready-to-eat, COLOSSAL CRUNCH",401.0,5.3,2.2,0.69,3.64,81.59,42.5,0.0,1.7,0.0,133.0,0.15,0.0,20.0,1667.0,5.0,1.66
"Cereals ready-to-eat, COOKIE CRISP",380.0,4.4,0.8,1.7,5.2,84.5,34.8,0.0,5.1,385.0,154.0,0.57,1.5,23.1,1923.0,5.8,1.923
"Cereals ready-to-eat, CORN BURSTS",385.0,0.4,0.1,0.157,3.32,90.59,46.88,0.0,1.9,5.0,129.0,0.07,0.0,48.4,2419.0,4.84,3.23
"Cereals ready-to-eat, COUNT CHOCULA",383.0,4.7,0.6,1.6,5.4,84.5,33.09,0.0,5.0,370.0,148.0,0.62,1.7,22.2,1852.0,5.59,1.85
"Cereals ready-to-eat, Cap'n Crunch's OOPS! All Berries Cereal",395.0,4.0,2.3,0.764,4.6,87.1,44.18,0.0,2.6,11.0,0.0,0.63,0.0,0.4,150.0,0.0,2.395
"Cereals ready-to-eat, Caramel Delight",344.0,5.8,1.2,2.5,5.8,82.69,20.79,0.0,19.1,200.0,80.0,1.17,4.2,12.0,1000.0,3.0,1.0
"Cereals ready-to-eat, Chocolate",380.0,5.1,1.0,2.2,5.8,83.5,34.09,0.0,6.2,370.0,148.0,0.59,1.8,55.6,1852.0,5.59,1.85
"Cereals ready-to-eat, Chocolate CHEX",412.0,8.4,1.6,1.6,4.8,81.09,26.2,0.0,2.0,286.0,114.0,1.69,4.9,17.1,1429.0,4.3,1.42
"Cereals ready-to-eat, Chocolate Squares",253.0,2.9,0.9,1.1,3.29,84.0,17.29,0.0,35.2,1333.0,133.0,0.0,0.0,20.0,1667.0,5.0,1.66
"Cereals ready-to-eat, Christmas Crunch",397.0,4.8,3.1,0.751,4.44,85.92,44.31,0.0,2.6,11.0,0.0,0.42,1.1,0.1,148.0,0.0,2.179
"Cereals ready-to-eat, Cinnamon Almond",347.0,2.9,0.4,1.0,7.4,81.19,31.29,0.0,9.2,47.0,73.0,0.0,0.0,2.0,909.0,3.0,0.86
"Cereals ready-to-eat, Cinnamon Burst CHEERIOS",375.0,6.1,0.7,1.6,6.3,83.2,28.1,0.0,9.4,313.0,125.0,0.0,0.0,46.9,1563.0,4.69,1.56
"Cereals ready-to-eat, Cinnamon CHEX",403.0,6.6,0.6,1.2,5.0,82.4,26.1,0.0,2.4,333.0,133.0,1.51,5.3,20.0,2500.0,5.0,1.66
"Cereals ready-to-eat, Cinnamon Crunch",407.0,8.5,1.0,1.5,5.69,81.59,31.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cereals ready-to-eat, Cinnamon Pecan",375.0,6.0,0.7,2.1,7.5,81.2,24.0,0.0,10.3,30.0,133.0,0.44,0.9,70.0,2500.0,7.0,2.33
"Cereals ready-to-eat, Cocoa DYNO-BITES",397.0,3.4,2.6,0.21,4.15,87.93,43.15,0.0,1.1,17.0,138.0,0.06,0.0,0.0,2586.0,5.17,1.72
"Cereals ready-to-eat, Corn CHEX",370.0,2.4,0.4,1.29,6.4,85.0,11.1,0.0,4.7,323.0,129.0,0.25,0.1,19.4,1613.0,4.8,1.61
"Cereals ready-to-eat, Crispy Rice",346.0,1.1,0.0,0.34,6.07,86.4,7.82,0.0,0.4,7.0,121.0,0.0,0.0,18.2,1515.0,4.55,1.51
"Cereals ready-to-eat, Crunchy Almond",390.0,6.7,1.1,2.2,9.89,78.09,22.89,0.0,8.2,33.0,0.0,1.46,1.6,0.0,1.0,0.0,0.66
"Cereals ready-to-eat, DORA THE EXPLORER",366.0,5.7,1.0,2.3,5.6,82.8,21.2,0.0,10.2,370.0,148.0,0.93,3.0,22.2,1852.0,5.6,1.852
"Cereals ready-to-eat, Date & Pecan",378.0,7.1,0.8,2.1,7.9,74.3,24.1,0.0,9.3,39.0,73.0,0.57,2.6,0.5,1364.0,2.7,0.9
"Cereals ready-to-eat, Dulce De Leche CHEERIOS",378.0,5.7,1.0,2.7,6.5,82.0,20.89,0.0,7.3,370.0,148.0,0.0,0.0,55.6,1852.0,5.59,1.85
"Cereals ready-to-eat, FAMILIA",388.0,6.3,0.7,1.656,9.5,73.8,23.2,0.0,8.5,173.0,0.0,1.16,3.8,0.6,6.0,0.29,0.1
"Cereals ready-to-eat, FIBER 7 Flakes",353.0,1.4,0.3,0.61,14.44,78.15,20.0,0.0,14.1,71.0,0.0,0.99,2.2,4.2,353.0,2.12,0.705
"Cereals ready-to-eat, FIBER ONE Bran Cereal",207.0,2.3,0.4,1.29,6.59,84.3,1.0,0.0,46.2,333.0,0.0,0.3,0.6,20.0,18.0,5.0,1.66
"Cereals ready-to-eat, FRANKENBERRY",386.0,4.3,0.5,1.39,5.5,85.4,27.29,0.0,4.2,303.0,121.0,0.77,1.2,18.2,1515.0,4.5,1.51
"Cereals ready-to-eat, FROSTED CHEERIOS",376.0,4.7,1.1,1.79,9.0,79.8,32.0,0.0,7.5,370.0,148.0,0.33,1.5,22.2,1852.0,5.59,1.85
"Cereals ready-to-eat, FROSTED MINI-WHEATS Bite Size Strawberry Delight",352.0,1.6,0.4,0.8,8.7,84.6,22.7,0.0,10.2,26.0,0.0,0.67,0.0,0.0,6.0,2.7,0.91
"Cereals ready-to-eat, FROSTED TOAST CRUNCH",410.0,10.0,1.0,2.2,5.19,78.59,29.2,0.0,4.9,333.0,133.0,0.0,0.0,20.0,1667.0,5.0,1.66
"Cereals ready-to-eat, FRUITY PEBBLES",402.0,4.0,3.6,0.12,4.62,86.1,34.28,0.0,0.8,19.0,296.0,0.13,1.3,22.2,2778.0,5.56,1.85
"Cereals ready-to-eat, Frosted Flakes",389.0,0.9,0.1,0.435,4.25,90.2,39.27,0.0,1.2,3.0,129.0,0.09,0.2,19.4,1613.0,4.84,1.61
"Cereals ready-to-eat, Frosted Mini SPOONERS",354.0,1.9,0.2,0.721,9.09,81.81,20.0,0.0,10.9,29.0,0.0,0.86,1.6,0.0,0.0,2.73,0.91
"Cereals ready-to-eat, Fruit & Yogurt",367.0,2.9,1.4,0.3,7.1,85.3,32.1,0.0,8.1,27.0,133.0,0.0,1.2,66.0,2344.0,6.6,2.19
"Cereals ready-to-eat, Fruity CHEERIOS",381.0,4.6,0.7,1.89,5.8,84.19,32.2,0.0,5.9,370.0,148.0,0.79,0.9,55.6,1852.0,5.59,1.85
"Cereals ready-to-eat, Fruity DYNO-BITES",404.0,3.2,0.6,0.258,3.9,90.1,42.6,0.0,1.0,3.0,195.0,1.27,0.2,1.0,3630.0,6.9,2.74
"Cereals ready-to-eat, GOLDEN CRISP",380.0,1.7,0.2,0.6,5.5,90.1,53.6,0.0,5.0,15.0,296.0,0.33,0.9,0.0,2778.0,5.6,1.9
"Cereals ready-to-eat, GOLDEN GRAHAMS",374.0,3.2,0.4,1.0,5.3,85.1,35.0,0.0,5.6,323.0,129.0,0.64,2.0,19.4,1613.0,4.8,1.613
"Cereals ready-to-eat, GOLDEN PUFFS",370.0,0.9,0.2,0.349,5.77,89.72,51.34,0.0,2.6,11.0,151.0,0.43,1.1,27.6,1852.0,6.67,2.067
"Cereals ready-to-eat, GRAPE-NUTS Cereal",361.0,1.8,0.3,0.78,11.22,80.49,8.86,0.0,13.0,32.0,0.0,0.62,2.0,0.1,4.0,0.0,0.86
"Cereals ready-to-eat, GRAPE-NUTS Flakes",376.0,3.7,0.5,1.5,9.4,82.0,15.2,0.0,10.2,36.0,138.0,0.81,2.6,0.0,2586.0,5.2,1.7
"Cereals ready-to-eat, GREAT GRAINS Crunchy Pecan Cereal",403.0,11.0,1.0,3.1,9.0,73.0,15.4,0.0,9.7,39.0,77.0,0.74,2.2,0.2,1442.0,2.9,1.0
"Cereals ready-to-eat, Gluten Free",371.0,2.3,0.5,0.8,7.8,82.4,3.7,0.0,2.7,10.0,200.0,11.25,0.0,50.0,4167.0,5.0,1.67
"Cereals ready-to-eat, Golden Maple",380.0,4.8,0.9,1.524,11.3,78.04,16.82,0.0,8.3,201.0,0.0,0.0,0.0,11.5,1189.0,0.0,0.88
"Cereals ready-to-eat, HEALTH VALLEY",380.0,3.0,1.0,0.897,10.0,78.0,22.0,0.0,8.0,80.0,0.0,0.53,1.8,120.0,0.0,3.0,1.0
"Cereals ready-to-eat, HONEY BUNCHES OF OATS with vanilla bunches",394.0,5.1,0.6,1.7,7.9,81.8,20.7,0.0,7.8,33.0,107.0,0.94,3.3,0.0,1786.0,2.7,0.9
"Cereals ready-to-eat, HONEY CLUSTERS",323.0,2.6,0.4,0.69,7.69,83.9,17.79,0.0,19.0,192.0,0.0,0.62,1.2,11.5,0.0,2.9,1.92
"Cereals ready-to-eat, HONEY GRAHAM OH!S",412.0,7.6,5.7,0.722,3.92,83.65,43.23,0.0,2.1,11.0,0.0,5.39,0.7,36.4,1496.0,0.0,0.321
"Cereals ready-to-eat, HONEY GRAHAM SQUARES",398.0,10.0,1.5,3.77,4.46,74.68,32.7,0.0,4.4,367.0,152.0,0.31,1.3,29.9,1959.0,5.76,2.05
"Cereals ready-to-eat, HONEY NUT CHEERIOS",376.0,5.0,0.5,1.024,8.85,79.69,32.89,0.0,7.1,425.0,186.0,0.48,2.3,21.4,2783.0,7.5,2.267
"Cereals ready-to-eat, HONEY NUT CLUSTERS",374.0,2.0,0.5,0.4,7.7,85.2,24.8,0.0,6.3,34.0,0.0,0.39,1.1,10.5,0.0,2.6,0.877
"Cereals ready-to-eat, Hearty Raisin",372.0,3.8,0.8,1.5,8.5,80.8,27.29,0.0,7.5,32.0,0.0,0.39,2.0,0.4,0.0,0.0,0.64
"Cereals ready-to-eat, Honey Almond Flax",379.0,9.9,1.0,3.7,16.79,66.9,22.2,0.0,15.0,75.0,0.0,2.68,1.7,1.0,13.0,0.0,0.03
"Cereals ready-to-eat, Honey BUZZERS",379.0,1.7,0.6,0.585,3.45,89.66,37.93,0.0,3.4,14.0,138.0,0.0,0.0,20.7,1724.0,5.17,1.724
"Cereals ready-to-eat, Honey KIX",364.0,3.9,0.5,1.5,6.4,83.0,18.2,0.0,8.3,455.0,182.0,0.0,0.2,27.3,3030.0,6.4,2.72
"Cereals ready-to-eat, Honey Nut CHEX",375.0,2.0,0.5,1.0,6.3,86.67,28.1,0.0,3.9,313.0,125.0,0.21,0.1,18.8,1563.0,4.69,1.56
"Cereals ready-to-eat, Honey Nut O's",371.0,3.3,0.6,1.0,8.3,83.09,24.79,0.0,8.5,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cereals ready-to-eat, Honey Nut SCOOTERS",387.0,4.5,0.6,1.32,8.59,79.62,29.97,0.0,6.3,333.0,133.0,0.0,0.0,20.0,1667.0,5.0,1.66
"Cereals ready-to-eat, Honey Nut Shredded Wheat",373.0,2.9,0.4,1.2,8.5,83.6,20.7,0.0,10.7,38.0,0.0,1.2,1.5,0.0,7.0,2.5,0.8
"Cereals ready-to-eat, Honey Nut TOASTY O'S",388.0,4.5,0.6,1.1,8.6,79.84,30.17,0.0,6.3,380.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01
"Cereals ready-to-eat, Honey Squares",248.0,2.6,0.4,1.39,4.8,85.19,10.8,0.0,38.5,1000.0,133.0,0.0,0.0,20.0,1667.0,5.0,1.66
"Cereals ready-to-eat, Honey Toasted Oat",364.0,5.0,1.0,1.79,11.39,78.69,15.5,0.0,13.7,41.0,0.0,60.97,2.4,91.0,3788.0,18.0,6.05
"Cereals ready-to-eat, Honeycomb Cereal",394.0,2.9,1.3,0.91,6.01,86.63,31.51,0.0,3.2,11.0,313.0,0.17,0.6,0.0,2344.0,4.69,1.56
"Cereals ready-to-eat, ISLAND VANILLA",350.0,1.9,0.4,1.1,10.7,80.8,16.9,0.0,10.7,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
"Cereals ready-to-eat, KASHI 7 Whole Grain Flakes",337.0,1.5,0.3,0.6,11.0,81.4,11.3,0.0,11.8,29.0,0.0,0.67,0.0,0.0,6.0,0.0,0.2
"Cereals ready-to-eat, KASHI 7 Whole Grain Honey Puffs",349.0,1.8,0.4,0.866,10.0,79.0,21.8,0.0,6.0,43.0,0.0,0.84,2.0,0.0,0.0,0.0,0.236
"Cereals ready-to-eat, KASHI 7 Whole Grain Nuggets",356.0,2.8,0.6,1.6,11.8,81.0,5.0,0.0,11.7,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cereals ready-to-eat, KASHI 7 Whole Grain Puffs",336.0,2.3,0.5,1.053,13.0,78.6,0.93,0.0,8.0,38.0,0.0,1.06,2.6,0.0,4.0,0.0,0.373
"Cereals ready-to-eat, KASHI Berry Blossom",322.0,3.0,0.4,1.39,7.5,83.09,23.39,0.0,18.9,35.0,0.0,0.0,0.0,6.0,85.0,0.0,0.07
"Cereals ready-to-eat, KASHI GOLEAN",311.0,2.2,0.4,0.69,24.89,67.19,16.5,0.0,20.1,119.0,0.0,0.38,1.6,0.0,106.0,0.0,0.14
"Cereals ready-to-eat, KASHI GOLEAN CRISP Cinnamon Crumble",362.0,8.2,1.3,2.4,22.1,62.59,18.6,0.0,16.8,135.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0
"Cereals ready-to-eat, KASHI GOLEAN CRISP Toasted Berry Crumble",368.0,8.2,1.1,2.4,18.0,66.69,21.7,0.0,15.8,111.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0
"Cereals ready-to-eat, KASHI GOLEAN CRUNCH!",367.0,5.9,0.8,2.09,16.7,71.4,24.0,0.0,14.5,59.0,0.0,1.33,3.7,1.0,15.0,0.0,0.02
"Cereals ready-to-eat, KASHI GOLEAN Vanilla Graham Clusters",330.0,2.6,0.4,1.0,21.5,70.09,17.79,0.0,17.3,105.0,0.0,0.0,0.0,0.0,97.0,0.0,0.1
"Cereals ready-to-eat, KASHI GOOD FRIENDS",299.0,3.2,0.5,1.1,9.4,79.3,18.8,0.0,21.7,26.0,0.0,2.39,2.4,0.0,127.0,0.0,0.317
