name,alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_ssssgrp_nom_fr,calories,total_fat,saturated_fat,polyunsaturated_fatty_acids,monounsaturated_fatty_acids,protein,carbohydrate,sugars,lactose,fiber,calcium,vitamin_d,vitamin_e,vitamin_k,vitamin_c,vitamin_a,vitamin_b12,vitamin_b6,vitamin_b5
"Crêpe ou Galette aux noix de St Jacques, préemballée",entrées et plats composés,"pizzas, tartes et crêpes salées",0.0,168.0,8.0,2.4,0.0,0.0,7.7,15.8,2.8,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tarte ou quiche salée (aliment moyen),entrées et plats composés,"pizzas, tartes et crêpes salées",0.0,267.0,15.6,7.83,1.65,5.16,8.11,22.7,3.14,1.27,1.76,90.6,0.98,1.35,0.0,1.38,53.7,0.31,0.11,0.0
"Crêpe ou Galette fourrée béchamel champignon, cuite, préemballée",entrées et plats composés,"pizzas, tartes et crêpes salées",0.0,172.0,7.7,2.48,2.57,2.16,5.5,18.5,3.16,2.3,3.4,82.0,0.25,1.88,0.8,0.5,25.4,0.21,0.027,0.75
"Tarte au maroilles ou Flamiche au maroilles, préemballée",entrées et plats composés,"pizzas, tartes et crêpes salées",0.0,315.0,18.3,12.8,0.0,0.0,14.1,22.1,2.8,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Crêpe ou Galette fourrée au poisson et / ou fruits de mer, préemballée",entrées et plats composés,"pizzas, tartes et crêpes salées",0.0,206.0,12.4,6.95,0.0,0.0,8.5,14.3,2.4,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ficelle picarde, préemballée",entrées et plats composés,"pizzas, tartes et crêpes salées",0.0,151.0,7.5,2.8,0.0,0.0,8.6,11.9,2.7,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tarte épinard chèvre, préemballée",entrées et plats composés,"pizzas, tartes et crêpes salées",0.0,244.0,13.6,7.34,1.42,4.14,7.08,22.2,3.0,1.4,2.05,79.0,0.25,0.54,7.14,0.5,69.0,0.2,0.054,0.22
"Tielle sétoise, préemballée",entrées et plats composés,"pizzas, tartes et crêpes salées",0.0,306.0,16.0,2.8,8.24,4.21,8.15,30.9,5.05,0.1,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pizza au thon, préemballée",entrées et plats composés,"pizzas, tartes et crêpes salées",0.0,220.0,8.78,2.97,0.0,0.0,10.8,23.3,3.47,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pizza kebab, préemballée",entrées et plats composés,"pizzas, tartes et crêpes salées",0.0,211.0,7.01,3.5,0.0,0.0,9.4,26.6,3.04,0.0,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pizza au poulet, préemballée",entrées et plats composés,"pizzas, tartes et crêpes salées",0.0,215.0,6.68,3.23,1.06,2.3,9.95,27.5,2.96,0.0,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pizza type raclette ou tartiflette, préemballée",entrées et plats composés,"pizzas, tartes et crêpes salées",0.0,276.0,12.7,5.93,0.0,0.0,11.8,27.5,2.77,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pizza au speck ou jambon cru, préemballée",entrées et plats composés,"pizzas, tartes et crêpes salées",0.0,240.0,9.43,4.67,1.07,3.35,12.2,25.7,3.47,0.0,1.6,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Focaccia, garnie",entrées et plats composés,sandwichs,0.0,233.0,8.75,1.75,0.0,0.0,8.0,29.5,4.25,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Fougasse, garnie",entrées et plats composés,sandwichs,0.0,306.0,11.8,2.74,1.2,7.23,9.53,38.8,1.47,0.0,3.2,76.6,0.0,1.22,0.0,0.1,0.0,0.074,0.1,0.31
"Croque-monsieur, fait maison",entrées et plats composés,sandwichs,0.0,0.0,18.4,0.0,0.0,0.0,14.3,0.0,0.0,0.0,0.0,249.0,0.15,0.55,0.0,0.02,120.0,0.0,0.0,0.0
"Hot-dog, préemballé",entrées et plats composés,sandwichs,0.0,278.0,13.8,5.18,1.7,6.19,10.9,26.3,5.2,0.3,1.6,56.0,0.25,1.0,3.7,0.5,21.0,0.5,0.068,0.4
"Hamburger, provenant de fast food",entrées et plats composés,sandwichs,0.0,246.0,8.44,2.82,0.55,3.64,13.3,28.3,5.95,0.0,1.8,64.0,0.1,0.07,4.9,0.3,0.0,1.2,0.11,0.37
"Cheeseburger, provenant de fast food",entrées et plats composés,sandwichs,0.0,268.0,12.9,5.07,1.3,5.37,13.7,23.1,5.47,0.2,1.8,91.3,0.1,0.09,5.5,0.4,50.0,1.31,0.37,0.42
"Double cheeseburger, provenant de fast food",entrées et plats composés,sandwichs,0.0,299.0,16.7,6.32,0.0,6.51,15.5,21.5,0.0,0.2,1.0,104.0,0.5,1.35,0.0,0.9,34.0,0.99,0.2,0.35
"Burger au poisson, provenant de fast food",entrées et plats composés,sandwichs,0.0,263.0,11.5,4.92,2.99,2.87,12.2,26.7,3.9,0.2,1.5,55.0,0.81,2.83,9.23,0.5,21.0,0.83,0.066,0.33
"Sandwich grec ou Kebab, pita, crudités",entrées et plats composés,sandwichs,0.0,233.0,10.9,3.57,0.74,3.9,15.2,17.4,1.1,0.2,2.3,33.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sandwich grec ou Kebab, baguette, crudités",entrées et plats composés,sandwichs,0.0,246.0,9.8,4.26,0.63,3.31,15.0,23.6,2.6,0.0,2.0,22.1,0.0,0.2,0.0,2.0,1.0,0.88,0.13,0.4
"Sandwich baguette, thon, crudités (tomate, salade), mayonnaise",entrées et plats composés,sandwichs,0.0,274.0,11.3,2.54,5.68,2.62,10.3,32.0,1.4,0.0,1.78,26.8,0.73,4.05,0.0,2.63,49.1,0.63,0.13,0.28
"Sandwich panini, jambon cru, mozzarella, tomates",entrées et plats composés,sandwichs,0.0,243.0,8.35,0.0,0.0,0.0,14.2,27.2,0.0,0.0,1.4,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sandwich baguette, jambon, oeuf dur, crudités (tomate, salade), beurre",entrées et plats composés,sandwichs,0.0,222.0,5.98,3.01,0.55,1.7,10.1,30.9,2.55,0.0,1.88,24.6,0.2,0.43,0.0,5.77,42.9,0.16,0.13,0.39
"Sandwich baguette, poulet, crudités (tomate, salade), mayonnaise",entrées et plats composés,sandwichs,0.0,247.0,6.35,0.92,1.57,2.99,10.0,36.3,3.0,0.0,2.23,27.4,0.069,2.56,0.0,3.61,1.85,0.08,0.15,0.41
"Sandwich baguette, jambon emmental, préemballé",entrées et plats composés,sandwichs,0.0,285.0,13.1,5.3,0.77,3.58,13.3,26.9,2.55,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sandwich baguette, saumon fumé, beurre",entrées et plats composés,sandwichs,0.0,265.0,5.6,2.49,1.14,1.21,11.5,40.8,2.65,0.0,2.4,26.5,2.28,0.7,0.0,2.84,26.1,0.9,0.23,0.38
"Sandwich baguette, thon, maïs, crudités, préemballé",entrées et plats composés,sandwichs,0.0,198.0,6.03,1.02,1.57,3.25,8.87,25.0,2.83,0.0,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burger au poulet,entrées et plats composés,sandwichs,0.0,249.0,11.0,1.88,2.66,5.84,12.7,23.8,2.9,0.2,1.2,66.0,0.25,2.1,9.45,0.5,21.0,0.3,0.16,0.79
Pan bagnat,entrées et plats composés,sandwichs,0.0,215.0,6.48,0.98,0.81,4.41,7.95,30.3,3.2,0.0,1.98,37.9,0.59,1.56,0.0,12.2,14.5,0.86,0.13,0.31
"Sandwich baguette, jambon, beurre",entrées et plats composés,sandwichs,0.0,285.0,11.5,5.92,1.14,3.88,9.93,33.7,2.34,0.0,3.17,54.6,0.21,0.4,0.0,3.09,71.4,0.15,0.17,0.32
"Sandwich baguette, camembert, beurre",entrées et plats composés,sandwichs,0.0,339.0,16.7,10.4,0.71,4.6,11.9,34.3,2.18,0.0,1.92,137.0,0.21,0.52,0.0,0.0,153.0,0.68,0.13,0.41
"Sandwich baguette, pâté, cornichons",entrées et plats composés,sandwichs,0.0,298.0,13.9,6.12,1.43,5.24,10.1,32.1,2.44,0.0,1.99,26.2,0.25,0.36,0.0,1.67,1340.0,1.0,0.14,0.99
"Sandwich baguette, saucisson, beurre",entrées et plats composés,sandwichs,0.0,383.0,21.6,9.43,2.41,8.01,13.7,32.0,2.36,0.0,3.05,29.1,0.12,0.43,0.0,2.0,70.9,0.3,0.24,0.42
"Sandwich baguette, jambon, emmental, beurre",entrées et plats composés,sandwichs,0.0,286.0,10.9,5.3,1.15,3.91,12.2,32.7,2.87,0.0,4.17,188.0,0.36,0.42,0.0,2.33,103.0,0.47,0.14,0.31
Sandwich (aliment moyen),entrées et plats composés,sandwichs,0.0,243.0,8.35,0.0,0.0,0.0,14.2,27.2,0.0,0.0,1.4,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Toasts ou Canapés salés, garnitures diverses, préemballés",entrées et plats composés,sandwichs,0.0,233.0,13.3,5.94,1.43,5.31,9.09,17.8,5.75,0.4,2.8,153.0,0.32,0.42,0.0,1.57,446.0,0.72,0.16,0.6
"Sandwich baguette, crudités diverses, mayonnaise",entrées et plats composés,sandwichs,0.0,221.0,7.9,1.69,3.76,2.02,6.54,30.0,2.67,0.0,2.18,26.6,0.17,2.88,0.0,7.02,16.6,0.13,0.092,0.37
"Sandwich baguette, dinde, crudités (tomate, salade), mayonnaise",entrées et plats composés,sandwichs,0.0,255.0,8.82,1.94,4.49,2.06,12.4,30.6,2.24,0.0,1.86,23.3,0.05,3.14,0.0,3.11,1.68,0.32,0.16,0.43
"Sandwich baguette, oeuf, crudités (tomate, salade), mayonnaise",entrées et plats composés,sandwichs,0.0,247.0,9.47,2.18,3.97,2.57,8.52,30.9,2.38,0.0,1.89,33.6,0.43,2.99,0.0,3.31,44.8,0.3,0.092,0.55
"Sandwich baguette, porc, crudités (tomate, salade), mayonnaise",entrées et plats composés,sandwichs,0.0,267.0,10.6,2.61,4.49,3.02,12.0,30.1,2.3,0.0,1.86,21.6,0.05,3.14,0.0,3.11,1.68,0.45,0.16,0.37
"Sandwich baguette, merguez, ketchup moutarde",entrées et plats composés,sandwichs,0.0,282.0,11.4,5.2,0.75,4.59,13.1,31.0,2.92,0.0,1.81,26.6,0.084,0.82,0.0,0.64,9.66,0.51,0.15,0.34
"Sandwich baguette, salami, beurre",entrées et plats composés,sandwichs,0.0,379.0,21.4,9.65,2.04,8.32,12.5,33.2,2.01,0.0,1.82,25.3,0.34,0.31,0.0,0.0,45.9,0.54,0.14,0.47
Croque-madame,entrées et plats composés,sandwichs,0.0,264.0,15.5,7.42,1.5,5.19,13.7,16.9,1.37,0.0,1.13,200.0,0.6,0.78,0.0,0.014,141.0,0.55,0.035,0.48
Sandwich baguette (aliment moyen),entrées et plats composés,sandwichs,0.0,277.0,11.6,4.45,2.12,3.72,11.2,31.4,2.46,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sandwich pain de mie, garnitures diverses, préemballé",entrées et plats composés,sandwichs,0.0,267.0,12.4,4.96,2.09,3.85,11.7,25.1,3.42,0.0,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Croque-monsieur, préemballé",entrées et plats composés,sandwichs,0.0,273.0,12.9,6.5,1.44,4.21,11.3,26.8,2.14,0.81,2.45,251.0,0.7,0.6,0.0,1.7,44.5,0.39,0.05,0.37
"Sandwich pain de mie complet, jambon, crudités, fromage optionnel, préemballé",entrées et plats composés,sandwichs,0.0,243.0,11.6,2.86,0.0,0.0,10.0,23.1,2.43,0.0,3.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sandwich pain de mie complet, thon, crudités, mayonnaise, préemballé",entrées et plats composés,sandwichs,0.0,240.0,11.3,1.3,0.0,0.0,9.82,23.1,2.49,0.0,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sandwich pain de mie complet, jambon, fromage, préemballé",entrées et plats composés,sandwichs,0.0,292.0,14.6,6.45,0.0,0.0,12.9,26.1,7.75,0.0,2.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sandwich pain de mie complet, poulet, crudités, mayonnaise, préemballé",entrées et plats composés,sandwichs,0.0,232.0,10.4,2.48,0.0,0.0,9.18,23.7,2.61,0.0,3.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cake salé (garniture : fromage, légumes, viande, poisson, volaille, etc.), préemballé",entrées et plats composés,feuilletées et autres entrées,0.0,321.0,18.4,4.68,4.61,8.05,11.6,25.6,2.68,0.59,2.3,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Samossa ou Samoussa, préemballé, cuit",entrées et plats composés,feuilletées et autres entrées,0.0,230.0,13.7,2.78,3.21,5.27,9.33,16.5,2.45,0.1,1.8,31.0,0.5,1.45,0.0,0.7,2.0,0.34,0.13,0.22
Feuilleté au poisson et / ou fruits de mer,entrées et plats composés,feuilletées et autres entrées,0.0,255.0,13.0,9.7,0.9,1.82,6.55,26.5,4.3,0.0,2.9,39.4,2.5,1.38,0.0,0.0,86.0,0.77,0.22,0.35
"Spécialité chinoise type bouchée à la vapeur, préemballée, cuite",entrées et plats composés,feuilletées et autres entrées,0.0,149.0,1.4,0.31,0.28,0.75,5.9,28.0,3.9,0.1,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Feuilleté aux escargots, préemballé",entrées et plats composés,feuilletées et autres entrées,0.0,321.0,22.1,13.2,0.0,0.0,6.69,23.1,1.09,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feuilleté ou Friand au fromage,entrées et plats composés,feuilletées et autres entrées,0.0,302.0,17.1,10.2,1.03,4.7,8.25,28.1,3.86,1.61,1.3,119.0,0.82,1.38,0.0,0.3,166.0,0.5,0.06,0.25
"Feuilleté ou Friand à la viande, préemballé",entrées et plats composés,feuilletées et autres entrées,0.0,348.0,22.6,10.6,2.4,8.92,9.59,25.9,1.17,0.3,1.63,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bouchée à la reine, à la viande/volaille/quenelle",entrées et plats composés,feuilletées et autres entrées,0.0,292.0,18.9,9.66,1.71,6.21,6.12,23.5,2.6,1.06,1.65,40.0,0.25,1.29,3.14,0.5,48.2,0.19,0.044,0.39
Croissant au jambon,entrées et plats composés,feuilletées et autres entrées,0.0,243.0,14.6,8.5,0.96,4.13,7.9,19.2,2.6,0.0,1.53,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rouleau de printemps,entrées et plats composés,feuilletées et autres entrées,0.0,103.0,1.82,0.66,0.46,0.56,4.57,16.6,3.6,0.0,1.2,22.5,0.0,0.18,0.0,1.5,2.0,0.16,0.11,0.16
Nem ou Pâté impérial,entrées et plats composés,feuilletées et autres entrées,0.0,216.0,11.2,2.9,2.74,5.08,6.48,21.1,3.02,0.076,2.54,25.0,0.5,0.82,0.0,0.5,2.0,0.22,0.12,0.25
"Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.), fait maison, cuit",entrées et plats composés,feuilletées et autres entrées,0.0,187.0,11.5,2.77,4.96,3.02,12.2,8.48,0.72,0.0,0.59,32.8,0.51,4.95,0.0,2.93,45.7,0.67,0.19,0.6
"Bouchée à la reine, au poisson et fruits de mer",entrées et plats composés,feuilletées et autres entrées,0.0,206.0,13.8,7.41,0.79,4.07,6.72,13.4,2.43,0.0,1.05,70.1,0.77,1.12,0.0,0.9,80.3,1.25,0.079,0.38
Feuilleté ou Friand jambon fromage,entrées et plats composés,feuilletées et autres entrées,0.0,290.0,16.7,10.8,0.73,4.12,8.46,25.7,3.65,0.17,1.9,115.0,1.05,2.1,0.0,0.95,131.0,0.29,0.078,0.29
"Beignet de viande, volaille ou poisson, fait maison, cru",entrées et plats composés,feuilletées et autres entrées,0.0,238.0,13.5,2.88,2.96,6.79,18.7,10.0,0.92,0.0,0.41,36.6,0.29,2.91,0.0,0.27,22.3,1.13,0.24,0.62
"Brick à l'oeuf, fait maison, cuit",entrées et plats composés,feuilletées et autres entrées,0.0,255.0,18.1,0.0,0.0,0.0,10.4,12.3,1.6,0.0,0.5,70.7,1.24,7.0,0.0,3.6,122.0,0.81,0.1,1.09
Brick au boeuf,entrées et plats composés,feuilletées et autres entrées,0.0,342.0,17.0,0.0,0.0,0.0,10.4,33.5,3.2,0.0,6.8,0.0,0.28,6.6,0.0,3.1,28.0,0.62,0.16,0.48
"Brick à la pomme de terre, fait maison, cuit",entrées et plats composés,feuilletées et autres entrées,0.0,215.0,13.4,0.0,0.0,0.0,3.25,19.6,1.5,0.0,1.7,26.4,0.14,7.7,0.0,8.8,14.0,0.09,0.19,0.49
Feuilleté salé (aliment moyen),entrées et plats composés,feuilletées et autres entrées,0.0,301.0,17.8,10.1,1.35,5.38,8.39,26.1,3.03,0.93,1.65,93.4,1.16,1.49,0.0,0.34,146.0,0.52,0.092,0.27
"Bouchée à la reine, garnie (aliment moyen)",entrées et plats composés,feuilletées et autres entrées,0.0,249.0,16.3,8.53,1.25,5.14,6.42,18.4,2.52,0.0,1.35,55.1,0.45,1.21,0.0,0.58,64.2,0.72,0.062,0.39
"Nem ou Pâté impérial, au poulet, préemballé, cuit",entrées et plats composés,feuilletées et autres entrées,0.0,197.0,8.1,1.25,1.87,4.53,8.06,20.9,1.9,0.2,3.3,29.0,0.25,1.18,1.5,0.5,21.0,0.095,0.079,0.52
"Nem ou Pâté impérial, au porc, préemballé, cuit",entrées et plats composés,feuilletées et autres entrées,0.0,237.0,12.7,3.07,2.38,6.59,6.88,22.6,1.9,0.2,2.4,25.0,0.25,2.33,1.58,0.5,21.0,0.18,0.08,0.37
"Nem ou Pâté impérial, aux crevettes et/ou au crabe, préemballé, cuit",entrées et plats composés,feuilletées et autres entrées,0.0,213.0,9.2,1.13,1.78,5.77,7.44,23.7,2.4,0.2,2.7,47.0,0.25,1.99,1.84,0.5,21.0,0.51,0.056,0.33
"Croissant au jambon fromage, préemballé",entrées et plats composés,feuilletées et autres entrées,0.0,258.0,14.5,8.77,0.0,0.0,8.92,22.0,2.77,0.0,2.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Avocat, pulpe, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,205.0,20.6,4.51,2.83,12.3,1.56,0.83,0.4,0.2,3.6,9.4,0.0,2.23,14.5,0.5,0.0,0.0,0.17,1.07
"Bette ou blette, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,16.4,0.5,0.01,0.01,0.01,1.0,1.63,1.2,0.2,1.8,25.0,0.25,0.25,0.8,3.08,0.0,0.0,0.036,0.2
"Carotte, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,40.2,0.5,0.01,0.01,0.01,0.63,7.59,6.0,0.2,2.7,25.0,0.0,0.27,2.96,2.05,0.0,0.0,0.093,0.2
"Champignon, tout type, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,21.7,0.23,0.055,0.12,0.003,2.37,1.88,1.43,0.0,1.72,7.78,0.2,0.01,0.0,3.4,0.0,0.0,0.082,1.75
"Salade ou chicorée frisée, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.25,0.061,0.11,0.005,1.48,2.4,0.7,0.0,2.45,76.0,0.0,2.26,298.0,18.5,0.0,0.0,0.063,1.03
"Chou rouge, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,30.0,0.5,0.01,0.01,0.01,1.13,4.33,3.9,0.2,2.8,36.0,0.0,0.08,6.41,18.7,0.0,0.0,0.14,0.24
"Chou-fleur, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,26.2,0.7,0.24,0.25,0.14,1.81,2.13,1.7,0.2,2.2,23.0,0.0,0.08,3.31,4.14,0.0,0.0,0.22,0.72
"Concombre, pulpe et peau, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,15.6,0.11,0.035,0.038,0.004,0.64,2.54,1.67,0.0,0.6,19.2,0.0,0.09,16.4,8.25,0.0,0.0,0.037,0.28
"Courgette, pulpe et peau, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,16.5,0.26,0.061,0.084,0.013,1.23,1.8,1.79,0.0,1.05,18.7,0.0,0.12,4.3,17.5,0.0,0.0,0.19,0.18
"Cresson de fontaine, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.15,0.027,0.035,0.008,2.09,0.9,0.2,0.0,0.85,101.0,0.0,1.0,250.0,51.5,0.0,0.0,0.13,0.21
"Céleri branche, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,17.6,0.5,0.01,0.01,0.01,0.63,2.41,1.3,0.2,2.2,46.0,0.0,0.08,4.86,5.51,0.0,0.0,0.052,0.27
"Endive, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,20.2,0.5,0.01,0.01,0.01,1.19,2.83,2.4,0.2,1.1,20.0,0.0,0.08,0.8,2.12,0.0,0.0,0.026,0.15
"Fenouil, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,21.8,0.5,0.01,0.01,0.01,1.0,2.63,2.2,0.2,2.6,37.0,0.0,0.08,62.8,2.57,0.0,0.0,0.05,0.22
"Laitue, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.2,0.021,0.085,0.0067,1.3,1.33,0.73,0.0,1.2,64.6,0.0,0.18,123.0,11.8,0.0,0.0,0.09,0.14
"Oignon, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.62,0.2,0.066,0.021,1.1,6.25,4.8,0.5,1.7,25.0,0.0,0.045,0.35,3.9,0.0,0.0,0.1,0.15
"Pissenlit, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.85,0.17,0.31,0.014,2.91,6.1,0.71,0.0,2.7,62.3,0.0,3.44,778.0,37.5,0.0,0.0,0.25,0.084
"Poireau, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,32.3,0.25,0.05,0.14,0.007,1.49,4.9,3.15,0.0,2.27,50.7,0.0,0.74,47.0,18.5,0.0,0.0,0.24,0.13
"Poivron, vert, jaune ou rouge, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.27,0.071,0.16,0.02,0.8,4.55,2.7,0.0,1.5,7.7,0.5,1.44,0.0,121.0,2.0,0.0,0.38,0.12
"Potiron, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.1,0.052,0.005,0.013,1.0,3.5,1.36,0.0,0.5,21.0,0.0,1.06,1.1,9.0,0.0,0.0,0.061,0.3
"Radis rouge, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,14.5,0.5,0.01,0.01,0.01,0.94,1.53,1.1,0.2,1.4,15.0,0.0,0.08,0.8,12.2,0.0,0.0,0.063,0.09
"Tomate, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,19.3,0.26,0.056,0.12,0.035,0.86,2.49,2.48,0.0,1.2,8.14,0.0,0.66,7.9,15.5,0.0,0.0,0.082,0.21
"Artichaut, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.18,0.036,0.064,0.005,3.2,4.92,0.99,0.0,5.4,52.0,0.0,0.27,14.8,11.7,0.0,0.0,0.11,0.32
"Aubergine, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.14,0.034,0.076,0.016,1.12,2.39,2.39,0.0,2.7,8.7,0.0,0.17,3.5,2.1,0.0,0.0,0.082,0.25
"Cardon, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.1,0.011,0.041,0.018,0.7,1.7,1.5,0.0,1.6,70.0,0.0,0.19,0.0,2.0,0.0,0.0,0.12,0.34
"Céleri-rave, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,29.3,0.5,0.01,0.01,0.01,1.38,3.98,1.6,0.2,4.5,40.0,0.0,0.12,0.8,2.87,0.0,0.0,0.2,0.59
"Champignon de Paris ou champignon de couche, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,28.0,0.36,0.067,0.14,0.012,2.62,3.15,2.5,0.0,1.0,6.03,0.3,0.02,0.0,3.09,0.0,0.0,0.1,1.57
"Brocoli, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.48,0.061,0.16,0.022,3.95,1.7,1.7,0.15,2.9,45.9,0.0,1.04,181.0,106.0,0.0,0.0,0.17,0.78
"Chou de Bruxelles, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.4,0.07,0.23,0.019,3.98,5.67,2.2,0.0,3.95,32.3,0.0,0.89,214.0,103.0,0.0,0.0,0.25,0.52
"Épinard, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.5,0.064,0.26,0.021,2.62,2.25,0.32,0.0,2.37,114.0,0.0,2.47,521.0,41.1,0.0,0.0,0.21,0.18
"Haricot vert, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.21,0.06,0.11,0.0085,1.85,4.14,3.26,0.0,2.85,48.5,0.0,0.36,14.4,13.6,0.0,0.0,0.12,0.14
"Navet, pelé, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.1,0.011,0.053,0.006,0.76,4.7,3.8,0.0,1.9,40.0,0.0,0.03,0.1,18.5,0.0,0.0,0.085,0.2
"Chou-rave, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.1,0.013,0.049,0.007,1.79,2.35,2.35,0.0,3.6,24.0,0.0,0.48,0.1,55.1,0.0,0.0,0.15,0.17
"Chou vert, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.41,0.054,0.076,0.014,2.53,1.92,1.92,0.0,3.08,96.2,0.0,0.16,121.0,69.0,0.0,0.0,0.15,0.17
"Haricot vert, surgelé, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,34.0,0.17,0.049,0.078,0.0053,1.97,4.35,1.96,0.0,3.68,51.5,0.0,0.24,38.4,18.0,0.0,0.0,0.068,0.077
"Petits pois, crus","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.55,0.1,0.29,0.042,5.84,7.0,5.67,0.0,5.5,27.5,0.0,0.075,47.4,41.5,0.0,0.0,0.16,0.43
"Asperge, pelée, crue","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.21,0.051,0.098,0.005,2.04,2.4,1.88,0.0,1.95,22.0,0.0,0.72,40.3,8.8,0.0,0.0,0.076,0.17
"Chou-fleur, surgelé, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.37,0.1,0.13,0.019,2.09,2.64,1.91,0.0,1.82,21.7,0.0,0.07,15.4,51.9,0.0,0.0,0.12,0.14
"Épinard, surgelé, cru","fruits, légumes, légumineuses et oléagineux",légumes,légumes crus,0.0,0.49,0.075,0.2,0.029,2.87,0.89,0.6,0.0,2.7,159.0,0.0,2.9,356.0,21.4,0.0,0.0,0.18,0.11
